S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12
172.8488691,101.804057,87.319448,172.9446837,64.83888321,186.1146777,99.70003483,88.03172602,71.3200375,153.3827381,120.9722312,61.75404311
93.19050264,95.92806191,140.2648504,154.8952211,112.8765163,117.0261745,62.17263105,103.5192038,128.8283967,65.17839882,80.31826455,100.3998738
107.4230506,174.6802483,132.2881594,110.3782543,101.7384082,83.90124466,88.47117564,138.7512877,180.7485639,114.7129564,76.8273744,118.6384498
118.4682878,71.55340817,99.10199744,113.3862809,89.40853115,120.3850455,83.02920296,112.6930385,80.09544213,82.53164423,105.5914315,97.46883571
77.20696037,103.8817362,154.0417725,112.6064079,115.2695158,93.28697112,86.64746459,138.3655719,90.77601334,95.68710791,98.69513791,128.8701607
154.5433614,77.86796347,149.7262915,107.2010412,116.3594917,100.8308744,96.9781146,142.0348823,62.57759189,104.3165402,102.0539482,85.94915528
179.5555499,151.0520412,83.600269,93.80323598,53.04366838,88.42597289,162.7835224,63.95166095,126.3930687,133.5001986,82.98705488,133.9752317
63.36744624,134.0712261,113.8550017,142.447558,111.4205809,120.8482117,74.2587971,113.6418823,145.525392,67.03400973,100.28007,140.5842285
96.46821683,111.9402277,129.2083904,146.1149623,69.76149334,160.2870286,89.62307933,65.83998607,173.6021239,95.64640645,129.9000265,118.8522376
149.1064948,110.7361213,137.2650205,99.05924773,106.2466827,82.33988245,133.0114369,73.73175195,110.7462865,161.9249055,61.48139643,104.3540675
93.0318732,74.87573066,121.4049455,134.911919,88.07875305,121.7310884,117.549287,107.1332828,91.58909721,94.50669765,119.9729212,69.8072795
132.8060115,103.268009,139.8192879,93.20684037,96.49018765,43.03083376,108.5807788,154.094936,83.65442013,128.1986141,36.2476563,140.5175345
173.6132179,128.9517451,132.7874201,71.4933422,90.89989845,76.98709285,130.0824725,88.97792564,90.18018005,159.796383,58.55083695,130.2300903
66.0092365,158.8337031,161.2487513,185.6571324,114.8548144,137.8858062,60.80713174,140.2543906,159.0174693,66.65042724,95.00421056,144.4157622
138.4518129,81.73019927,90.96993928,112.3759528,81.37813381,86.15122125,165.6837595,92.46397155,92.62264523,142.6458489,113.5141648,74.17945879
135.004509,112.1953895,162.5477075,89.88220443,128.4976395,57.693827,104.1353439,144.6725658,112.6427199,91.75742779,40.31968427,105.5585397
133.0353044,113.1323189,90.81386691,116.3116207,75.73122593,125.0017629,149.2548663,95.9553554,84.00473688,150.9797721,117.616139,95.14263618
165.1941044,94.41658673,178.8222405,91.0280282,154.0717115,81.18103816,101.2928391,161.7211225,78.77408252,117.3579701,73.75299455,89.09206296
128.9018075,133.4879822,82.80653865,139.7964081,55.25464295,167.5593944,153.7849353,52.78839131,94.48606702,118.7740649,140.3064153,106.0905609
190.3379962,96.17742292,106.7024448,109.7094655,93.47973358,81.56269323,139.5845628,77.09386197,78.63972748,121.0125703,70.43137823,74.72995031
79.25906378,90.2590706,153.0994568,178.9398473,69.77094199,119.8485041,88.68301554,127.793626,120.8721872,83.88364175,132.2807473,82.93422868
127.9807837,74.18038851,134.9018129,117.7941757,69.90458711,93.44127132,71.9332248,110.8441436,95.67595287,112.8272442,119.5483167,99.0193214
122.1743619,147.4188031,113.616047,100.4773015,66.90784781,84.77278306,109.459956,97.87192538,109.5396267,148.1044546,69.8791161,151.0238602
129.7570442,62.51812059,178.9283962,159.9408344,123.5205995,135.0260797,107.3385945,134.1598267,71.43522392,121.3399925,117.8062684,86.12877991
162.7501874,114.6540105,130.3841956,63.7678659,105.9871854,53.03127904,114.740654,119.6692282,96.45657295,187.0154368,46.70818896,120.2819785
102.1474352,75.62521906,177.4307887,162.0062776,118.2587891,122.6591056,97.44708621,110.6389516,69.13226883,106.3903102,113.66748,69.41490814
122.8667426,63.83144277,145.8163095,130.1360977,117.1385319,98.81710717,117.5963598,135.7741356,93.19112033,112.6468101,92.68525138,91.05142279
123.5541254,87.71246869,155.5892349,95.13451343,84.49258589,69.59391572,112.7968896,115.1386422,137.237676,112.9885451,47.56308925,142.0069029
124.5982824,92.47722386,137.9926333,106.7440455,88.90497603,59.9357114,107.9174651,106.5002799,139.0826107,117.8792766,60.85263509,146.5789688
144.9274013,186.270128,62.09160785,92.39918341,59.83181825,121.3533217,146.3020215,73.14185921,127.8625625,200.4503189,79.74333008,171.3714546
182.6349313,86.70404833,114.288379,121.0752345,79.19833549,103.7418415,154.2258721,101.9987862,99.17207297,113.0611573,63.16258339,126.238842
123.0382722,97.81250557,135.0554132,146.7744633,84.14520216,135.3467112,141.3078779,117.6366935,60.55222295,113.5307304,104.7328784,63.85756138
121.6180821,64.54880709,163.8488606,117.1427456,148.0177138,77.74879243,90.91933446,103.0550489,62.85154272,139.7380327,91.31172811,98.33186382
123.462532,78.51178355,101.7419446,137.7205845,119.3374754,159.6435833,85.02290185,126.2455714,103.0212598,145.7131112,139.1458979,63.90802356
72.89910491,94.21807665,171.3934437,199.4996716,96.07505011,120.5577878,78.55612083,131.0229734,120.4510598,90.46170739,147.6196329,105.5207189
78.15977106,113.0384903,167.8530353,139.1907625,122.6464654,121.3191194,65.85329609,134.4927341,111.0877677,85.55268755,117.9703108,76.60667892
135.7481344,100.9650555,105.3045889,136.5856891,64.12906105,141.0827058,90.67978677,57.86533857,104.8102136,116.9841368,137.0139751,100.4010186
143.9565509,57.19948156,130.0866364,179.9286677,126.1384212,158.908777,101.6721503,91.95256025,67.05962894,143.699614,110.4205636,68.06466186
127.7338914,125.5110244,98.91677004,65.50175189,100.7017688,77.11588695,148.0791631,117.5889957,134.2136215,151.8648542,61.91156689,145.6927559
104.2087599,111.0913365,121.5615344,101.4756308,103.86748,99.45776779,89.66887819,106.0529377,112.1147915,105.5831142,101.7178428,100.2178636
149.0465431,103.1357814,115.4943611,77.29618014,88.41490873,85.7506248,117.091509,75.12731129,120.5812429,193.4331108,82.54415632,94.26751425
196.7170992,66.42821891,136.6505545,101.4294434,90.87442773,121.9584066,143.9368862,110.2309581,63.26935973,196.195789,83.29345547,60.33377385
87.6660206,99.92148774,124.9756994,152.7766712,85.6646356,124.8451142,58.90633601,95.58336552,142.5937647,87.19267992,90.79359414,128.2050578
91.71610742,128.1872031,198.4832034,155.1320592,94.69713534,98.3598597,78.87408921,167.9554509,142.8165604,75.62000653,104.3481177,138.6882257
119.4589445,126.0218658,101.17883,103.6449566,121.1535838,106.3622127,103.7557552,94.41706927,129.3355857,76.11040947,58.41651912,142.822562
110.9773463,70.49787381,147.6762242,167.1323406,86.70736019,150.991974,93.36893059,101.0890398,65.49850148,98.71483813,109.5136758,64.74339401
133.6848202,64.56068411,103.8519541,171.0121686,102.6529572,168.4711205,123.3900742,127.151049,89.45626666,89.44811652,152.0268043,69.17781057
155.3297092,78.3825592,113.8784907,122.123782,94.71638706,88.92001103,120.7953437,104.072317,66.18787698,138.5048268,92.27606471,71.85099461
144.8807089,127.7485331,95.43729849,128.20593,40.41683962,102.1646852,103.4911375,72.33468486,107.5729705,152.2687828,118.7147943,151.274935
158.7798802,159.6842473,87.91055806,79.693328,54.65470742,114.4884191,164.4076827,52.42007667,126.2769023,169.5511105,64.72134556,117.008049
168.153883,143.0041138,126.2189373,108.1886519,69.93252693,88.66991927,110.9325284,102.8326888,126.0599651,165.630821,77.20895892,121.6854818
118.5615232,77.72944699,164.3913003,117.7350645,100.2814534,136.7795403,103.4110755,144.4780759,66.87263295,99.80447471,130.7176673,61.35452122
84.5142301,102.901736,105.3180091,116.392159,126.3752753,101.4380555,100.6428943,144.2923687,80.4680998,84.84909495,83.30528825,96.07455347
129.9076507,135.8118692,131.9089132,70.63613551,120.2443713,40.01607759,123.4516165,149.2876901,135.831781,166.1105554,24.84365026,144.1571746
112.4742519,54.96676374,169.1839451,133.2817634,90.21155973,138.813987,122.5742006,121.5841355,52.23929695,156.3302046,108.3803114,60.61910448
86.18328899,120.1280148,128.4281393,138.8497697,126.0813447,85.39606043,54.59520683,159.8663598,120.3563272,85.83133778,103.922735,176.2396628
124.0982687,143.6759776,96.99947514,115.0319464,66.78474969,112.1700654,93.2137132,107.171156,165.57335,89.34646857,84.42664187,157.2616168
142.2882685,126.8580536,78.56144784,122.6459453,46.17576577,99.71311709,182.3314631,61.14253389,104.2491246,158.3562406,120.188186,99.94715372
120.4611535,155.7310652,61.72908274,90.90038284,54.3100595,105.8192405,139.8900797,46.87690794,165.2846689,191.1242814,82.06937042,122.7814169
168.4681515,106.7995145,125.2042228,100.4321261,82.15849191,98.64038693,109.4009188,127.5998971,77.63493211,110.2737969,83.12726152,65.14701293
175.9104957,135.0923739,146.3435756,81.11502587,78.34293503,60.51547225,161.4013134,91.55335728,133.6680619,118.9118382,60.53225564,108.3520398
117.7321259,104.2733812,97.50212063,147.3905844,89.72092827,109.5873737,117.8206737,101.1510788,84.55396079,138.8326803,112.197576,67.43323442
187.9812476,116.2040148,125.7861596,119.6207316,102.5028505,97.1780802,159.3718482,75.69885705,96.90694634,128.9149978,70.9021694,107.4843249
109.3046057,126.7646578,92.69219129,134.9125124,59.0593279,192.8776444,101.3990037,70.11955684,172.5840232,134.57482,151.0837285,133.3242681
154.2365744,110.549836,132.8804853,112.9869955,104.4595095,67.29610343,127.5733758,111.4046152,74.25645991,130.2672844,57.94197041,122.047956
124.2261402,65.65555055,149.4123245,150.3751838,154.7061239,162.4374955,110.0878531,180.4309424,80.80715176,133.8794247,141.2149572,64.58256629
114.2989706,82.28288951,88.24573023,170.6642572,65.46825351,109.447256,103.7818969,110.2686678,104.8274132,110.3374185,89.15850255,97.58334128
136.745791,128.7600621,91.5712519,102.7169376,78.86496787,62.67077106,92.20687877,103.3351377,108.8299001,102.7674142,63.10746357,155.3475703
129.4360958,66.86638689,126.314355,104.1551463,130.2658118,75.51481044,146.7408505,162.2507266,51.55601945,117.5302118,91.51104711,106.399919
96.07239642,145.7126519,101.9770673,162.0218177,87.11598724,138.5738514,71.67764744,87.48305933,131.1476583,84.64986711,133.6140019,162.2525458
139.5202228,116.1565357,159.8642981,87.57621945,102.8688855,41.06792579,171.9340693,144.948116,107.1510742,113.2461497,29.63158715,168.1065447
157.3415666,106.9964272,119.3631737,131.637373,110.8157347,135.3928116,128.5824596,99.06916754,85.16992264,180.9852557,113.9187557,70.57675811
207.5107394,150.4915458,80.76621195,102.802151,60.85959103,109.7493214,142.7434551,55.38641843,136.680161,142.3814018,122.6821338,118.9300421
124.3861136,142.4811344,83.8024709,134.4013181,47.18419804,105.0581406,148.916657,64.21708732,104.448537,102.6301124,91.76176652,120.5549062
113.6393705,143.936001,86.80615537,101.981426,47.76467271,131.0854475,90.78955868,83.28201577,116.7817843,118.9311709,97.4582105,118.7123714
107.7746856,165.9815123,127.3179469,113.6895718,130.836001,60.40124685,125.119048,141.0910202,127.2661692,106.9496195,59.33938071,183.7120362
178.6171663,83.81278031,136.8817392,114.4633032,117.3232969,96.93298763,132.3539628,110.5004478,68.60420672,167.2089163,67.40910009,76.7678213
99.62767017,134.7921846,92.81352216,148.5850376,40.47610006,110.9283805,83.84165982,55.56871745,126.239859,131.0613725,86.87034011,137.108484
198.9438912,142.9173088,93.17557317,103.0129812,47.56628781,104.7413406,132.5019206,51.46762157,105.1799406,194.1770921,114.8790433,126.0301824
58.5158608,102.4711383,126.9553498,120.2735337,110.4911666,108.8391288,41.40631429,139.5437555,126.6107528,57.75345093,87.4832993,168.9705232
107.0491104,103.7239255,93.99515807,134.5587591,56.16840757,122.8919415,112.4983757,71.8523593,131.9080019,97.65646555,96.34769881,91.36017285
144.6337541,131.7508809,58.60373648,102.3782884,38.69401819,113.2223169,191.348641,58.29538106,108.1629802,174.5761012,97.28163993,136.5787277
142.0974503,120.4864128,153.8166196,68.66770212,103.7961483,64.89854682,140.3689623,115.0760864,109.9964668,160.9536827,45.6176874,102.8745145
108.9276475,77.20047049,113.9082101,183.7201204,66.95624903,162.7380369,96.38939035,74.0428639,96.93417002,136.0350385,153.0591404,68.5865659
112.2755174,62.10899345,195.6083874,191.1871486,127.1607045,142.5878983,92.78373099,152.4133486,71.98165286,83.00034687,136.2389965,94.61054041
199.9772963,115.1873826,66.00091097,96.05487984,67.93942797,97.29204183,121.4618,71.01124407,115.2432354,176.9381266,92.05060973,116.620805
87.73580614,110.802089,141.7081137,146.8026798,83.88725963,78.81706923,90.52323925,135.1201935,97.45134316,81.67432943,94.81321425,132.7455645
141.9873228,97.4410642,99.81590233,136.789907,57.58114421,118.3686337,122.6551851,92.13650497,91.78489948,130.9016409,103.3818353,59.93403277
106.1561947,75.85503327,106.3979694,134.1235102,94.57272306,108.940576,81.73563484,125.1672403,106.0017215,109.5684441,101.6288845,80.82413075
147.5299595,149.6367897,98.96676248,74.83303521,100.0701309,88.21592777,119.6073788,107.8324218,138.1798777,125.7432293,53.88343218,176.6796306
120.5845975,88.08575676,68.12246063,168.7438178,65.35141032,154.6067961,102.2498765,58.06040354,95.43947509,113.5205788,133.5046525,73.77889025
131.1437532,168.4911507,83.38265784,93.75934987,46.9349971,109.9747937,114.8599055,90.16108742,144.6928036,105.7250587,85.4043941,109.0400746
123.4338668,117.8944715,59.35052744,130.5849336,35.72672327,145.8961456,135.5906606,36.37488023,149.070178,116.8855692,143.4709149,106.3414291
84.71857634,150.3842659,123.2294096,141.6017711,101.6281443,141.9685741,50.8322228,144.3697877,129.8662064,60.19451893,143.5167889,149.729683
123.0327942,75.76114285,113.1877581,116.6200847,75.68391271,98.61916287,68.38262995,83.02950232,89.92818122,101.2351766,114.8659302,96.82124516
138.1443517,117.2360086,171.8246083,112.5792363,82.95451027,66.98500241,100.1401749,130.3056102,84.1973919,87.47427295,55.67245751,109.301368
126.1973854,64.19348341,164.4528209,129.4337433,131.5708647,82.67898885,132.2555851,138.0763504,94.53613998,146.5135134,105.6663456,110.0703592
87.86769366,127.5846146,135.7961019,82.26784602,99.49105714,89.77522747,109.5658393,128.897613,120.9454752,110.0658772,74.21784405,105.8118065
166.2923968,88.962839,172.7311135,112.9134862,122.0393377,110.7429628,132.8001388,113.2304992,85.27690067,158.7999387,90.82637232,71.5789811
169.2133202,104.5389116,83.20919765,122.208735,69.69222955,121.4731655,137.2007681,71.41800612,137.3641463,153.7678061,106.0884862,139.7082203
122.1926684,81.2979693,92.22118059,161.811822,91.49967646,202.655739,99.79316028,82.9023487,108.6344185,105.8037789,188.3042361,51.15232384
132.8151813,146.7698113,146.5036712,78.02487206,124.5856974,47.79682848,105.5251357,139.2998093,87.62046228,144.5039706,53.87165512,146.7885867
103.7526192,117.6961394,101.3057039,93.6989333,78.47850674,75.17539357,133.6509782,124.8805903,140.6821412,110.3689467,44.78064149,162.9464748
148.6777014,73.65191178,156.9070733,110.7587146,95.35747544,68.78268456,125.7234933,141.6032579,81.43840669,130.784959,68.52875727,120.2198205
100.1818625,148.8512011,182.6421518,94.09614485,120.2415533,80.10793613,105.9224224,152.3053024,113.5787602,85.49209048,55.02004204,105.0522358
144.6335967,109.3452353,102.3033491,123.5145365,88.21556671,93.91820476,146.1630297,70.73083109,110.5619898,151.3181344,122.1035762,84.5483208
95.33978933,100.5091005,121.7598158,157.8088889,84.53560144,102.312445,94.15947863,123.0854571,135.7031044,96.72141379,103.0740439,139.5727243
179.5445327,80.25225704,138.926355,133.5162634,99.78947768,126.5628224,154.177849,102.2973775,54.08162828,168.9616254,140.2763657,65.52848419
99.76754718,115.300836,141.4821143,128.4110391,104.2103255,180.966315,84.93426773,87.78546635,121.7013376,65.71969354,114.1860817,90.08161051
136.2707768,117.3714634,108.1601213,126.7088102,93.96067694,80.0519753,81.22682377,90.42674429,108.9331674,116.7351564,75.34864698,122.2387181
179.5931073,104.339479,159.9185173,90.5197975,95.17494841,104.6653044,140.6455896,95.93020752,82.89196045,185.9806632,98.44735793,100.8380258
158.975287,114.076008,176.6852016,77.95844365,86.93649132,51.75599246,129.0980304,101.8437627,107.9417652,111.6780216,54.98837047,119.9336166
160.0914044,144.4363557,102.9318368,85.43877667,73.20774638,85.53603522,132.9832599,89.56129892,132.515091,124.0178918,72.97063404,96.17954793
142.7541039,46.91818643,136.7280299,123.2885305,115.9221043,111.8175884,117.0943889,129.3674851,75.8325526,135.0524208,149.5430695,66.46078768
190.989377,115.3740741,111.8081022,130.7885336,78.51624193,114.9337257,151.2238574,71.73313348,109.3430924,134.6914817,136.8426164,95.65153024
193.8085169,151.1716056,71.75283417,107.1945053,68.77474287,118.8017869,161.9945741,81.88401039,110.3833325,162.090832,92.50733062,103.2430723
106.1984293,106.4963072,109.4595842,130.0590286,68.73121049,158.7449992,88.15551391,75.5931518,120.2724538,108.5086946,121.6116341,132.4175271
114.0577192,151.1178419,160.1787228,100.2366379,121.6950289,76.92070894,116.5771175,121.983603,154.5012313,119.3166469,41.46592781,177.6820387
75.93832685,148.9455778,156.8123034,116.1786211,117.8825383,96.4543465,53.00920902,138.8337603,139.3777497,68.8986715,106.9947911,165.6408506
188.3521488,104.1685893,84.23945481,92.64980405,96.5418528,74.87093478,122.4323738,104.8223841,96.82109989,152.7645812,93.83967457,97.27689865
96.34072777,101.0607393,115.3330071,159.3311277,74.47439479,111.6565316,107.3338218,108.7962712,107.349239,113.529682,98.53172624,89.28011597
96.2496763,81.01240091,132.0929236,131.2865899,94.06712428,67.20322849,114.8659339,124.8657262,99.15487171,124.0754858,83.54138678,88.28532972
109.22668,141.0899232,77.69037396,118.0719786,44.757498,83.56102343,135.2142656,76.21553629,102.3049178,143.9030708,70.28959003,118.3889212
106.6545947,156.719239,86.18841416,130.115731,62.08157053,97.26242356,109.3977105,83.57133473,119.9732864,132.901758,73.85896269,146.5717718
126.2848981,74.44833699,175.3175182,138.7902404,132.2355027,120.9220617,106.2832851,155.7601154,65.40962513,118.8510637,68.01048341,89.92275113
139.8465226,112.8913096,98.52872413,116.1899044,94.53684132,78.39349649,125.3959066,92.17746113,103.0962003,102.1853688,83.78465851,88.02582456
109.2028483,67.84190648,118.6511574,104.6556742,74.45457246,122.5687269,108.6153549,81.70401403,64.82070303,108.0131134,92.59078669,96.92283203
151.5631573,190.9025238,74.32585786,140.2541266,28.86922086,133.8493297,140.8740758,44.01593701,167.7319008,136.3341235,122.156115,158.4363769
165.8212841,79.92172184,125.9343501,131.9486258,90.58685453,119.335828,132.309492,94.6280133,83.1909818,189.8116214,102.3255897,71.54412654
70.09045337,150.4526299,174.1463705,167.9564276,113.1400352,126.8249161,73.46358021,126.5596276,175.3569561,78.64641074,89.31347295,143.3771334
158.7224849,128.9721145,68.99508055,153.2581351,34.80352989,114.2739868,96.05350632,61.49437237,149.2631079,100.0823949,100.025618,133.3944298
194.8416423,151.5669009,99.7716107,81.78369133,103.1130063,56.29490856,134.0619926,77.0378795,86.88197371,191.4404084,64.95848297,147.6729071
155.8076634,124.5223452,73.25652862,105.7664691,40.32423516,119.1727489,110.6991122,71.33967226,127.5098297,94.81061012,94.58318298,153.9340582
120.4661111,75.73613016,143.1287699,137.765443,103.8514009,124.8014836,155.9292116,103.3420032,86.08287188,168.6486454,129.1440434,54.37045436
148.4795914,86.14407561,109.3712467,136.5567006,100.3695098,114.5788447,118.2329929,127.4042659,72.1399483,115.6450404,94.55603868,85.76787783
112.2237705,51.81501513,186.3568292,99.68635428,129.0304882,91.03609911,135.3810971,124.7392895,46.86263072,149.2899331,104.5823438,69.20852773
138.6891112,160.8540127,77.75596402,106.7532462,79.06378103,98.45178206,148.9227511,101.9363879,102.4368918,98.74440817,58.77871721,165.7107049
111.2147011,96.09527041,107.666779,84.24739482,67.02706724,82.99990315,103.7164305,70.24674889,107.7755451,143.2694527,82.57383213,138.5217354
188.5407279,125.1633389,90.13818178,119.6910589,52.05673053,126.1293451,159.9388723,63.04068755,140.9018518,115.3306362,98.43766469,96.0108143
124.1182121,132.2753022,139.3777815,95.88797156,85.44256843,70.57769635,97.21385473,103.2471005,103.7787216,106.8003079,45.98224192,116.0619539
74.5672414,173.5175915,169.2901435,103.0682277,98.20913384,85.70172471,82.23432543,140.8183956,141.2741685,86.50042673,89.2694734,144.8981854
115.9819933,164.6995096,81.81037594,93.49609772,83.43133707,87.82290565,147.74352,91.66556376,140.6170588,121.8594443,84.31127808,143.3610375
197.5962018,106.2105211,64.88937626,142.444886,69.63304408,126.1307279,140.0309025,74.53395598,104.2389483,162.0996074,114.4595874,86.48103303
177.6969559,114.926894,85.95096192,115.1243843,83.14543776,153.6818374,125.1513537,83.45149849,116.2066537,123.8846973,105.9220209,71.04273366
