m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,reachable
39.85250055,15.70547799,42.21118997,32.19165489,30.22347714,41.22224543,64.67126229,43.9697362,54.60750205,31.31693618,33.17042605,32.95175735,86.92996746,29.72702881,10.3496244,2.724792586,22.99311076,67.73150746,60.20681663,44.86000837,1
57.66528145,18.51164413,68.94767182,44.91003881,31.64408148,48.36599857,28.4357411,88.77830218,100.9103359,27.46641829,17.40811461,12.58878919,41.3584458,89.20535432,37.79534279,42.34960067,43.71452971,86.80974822,7.151458021,28.73633579,1
8.902400022,49.6889908,6.399650061,22.98999072,77.4652086,16.19236519,88.44338116,95.11914311,60.59033183,60.12542037,52.3308875,50.76484658,39.43799929,93.60866577,71.77748689,65.69466264,51.92471301,42.28665036,60.67816776,81.48776473,0
53.39988137,61.99409614,59.92807592,48.18534988,51.23869648,67.66137167,120.6956161,57.31410702,23.71955847,72.69576195,62.78222187,93.28849523,117.8810401,26.82099306,38.91893616,46.26147658,31.09476424,36.7077657,92.24210243,86.81521213,0
78.76901647,25.23165266,90.41153562,72.89761858,33.73044844,80.39391665,7.566391006,59.82309205,119.8408051,27.89670496,41.95314738,30.75076161,59.80203032,93.64194808,33.14749383,44.48528329,83.39384215,119.9505072,36.41831843,1.797946199,0
63.25191549,41.02233886,66.83843557,45.54586402,36.08558797,51.37473799,81.75534748,27.83147938,45.22279907,45.57818228,70.04119525,73.38217392,98.7466093,16.41251207,18.19038489,22.5901244,20.83269726,44.98381646,66.98540586,70.75284314,1
13.79622605,62.62892411,4.341778097,17.56662947,70.53180649,19.14712932,72.07004787,94.06899694,46.02203137,96.75961958,38.45231007,46.1932774,55.53497929,66.05099682,53.40453944,38.38624822,35.77938055,49.97298203,62.35194773,90.89504376,0
23.37751929,52.60256833,36.16387209,37.70684847,60.54914009,27.8424078,81.94392675,84.63259745,82.30890428,59.13547807,21.24640649,33.28254533,13.10902934,112.0744998,75.23415765,50.11423705,64.96444125,71.14368571,45.10774657,76.50434638,0
71.19795362,30.56370429,62.53854433,59.46555723,17.33504479,70.61281118,37.48161246,42.96148359,102.0955118,8.828292169,56.85822755,46.84094557,75.06489718,58.72794591,34.40773554,30.97423207,46.83771591,113.916813,48.6213518,20.0230325,1
60.73749178,23.61777586,61.94135345,51.68024588,9.185464926,64.73967872,49.54388672,34.15980855,70.83264321,16.42905592,76.90697063,47.90180161,98.55892147,53.11763395,23.83343022,32.30381221,49.93931822,86.317313,53.60733399,45.75228699,1
87.43532235,34.20942405,92.41305801,52.5397467,8.112569041,57.29479329,61.67514482,31.37018536,88.00317892,20.11018146,54.13171085,65.23751918,81.01102065,35.97086287,20.9793855,24.72374027,43.40653764,82.38344633,67.59514487,48.14356646,1
41.18226028,43.31055566,66.96564486,55.61478505,54.33844298,48.35647431,35.83666871,88.95127192,74.48917218,55.41871933,17.02649104,10.4219572,32.0149462,77.79611193,45.41529954,55.64824936,73.38961584,105.416862,3.49359826,29.04365742,1
86.05257819,34.96188646,100.8756152,90.89452088,35.07455052,95.53818384,23.19879404,72.76890415,108.8747808,20.11791618,54.46453699,43.55567401,84.36868385,65.75389068,55.67363577,50.59128215,80.47728489,87.91847264,43.03886416,18.47927624,0
39.46371729,34.70702587,58.58846398,49.84916122,43.73588125,44.52689228,72.95792085,45.8247577,30.03548199,38.73323279,62.78133386,63.02181503,65.39436409,13.943986,34.61683493,20.65953329,13.38730694,41.4909551,72.69064981,80.64247509,1
110.4763344,63.23273215,102.1596922,77.73921429,51.20205376,101.8965863,74.73562554,5.958735881,62.32427234,61.73988676,101.3108057,74.62495314,111.5478088,21.9257839,52.54126737,52.50037579,49.16735889,86.94294043,80.56434362,97.39166573,0
73.42235714,39.34272972,91.30676652,81.05843865,37.42089641,71.55307112,12.39987142,63.26978272,131.9918035,24.23294144,55.39609738,43.20057983,86.63733566,84.08592603,57.26627612,65.62130464,60.43549777,142.7190915,51.15101589,16.65495379,0
19.3625719,27.96725319,34.11429129,15.36785978,38.28456409,19.47552609,60.86708767,57.84122485,39.23881735,49.27668741,30.90885418,33.52125819,44.10018622,42.1964211,36.95474996,17.9373837,19.83021707,42.32618171,32.24030929,60.88956344,1
36.87493122,74.94064974,43.44248344,45.25240463,101.1491637,39.27166337,77.69318867,91.40646485,74.89406864,73.73331562,34.63647423,47.93775309,15.49333734,80.44281515,71.13976017,68.6230272,83.23286623,76.12824366,40.03022817,81.61502959,0
48.85622311,28.78980067,61.07369272,40.09302952,26.99362386,40.37799648,88.40918653,28.17190551,36.27453401,51.35120082,69.8828965,73.17013461,76.77368335,13.83206617,28.6207658,23.43246376,24.14269856,48.442542,76.66571868,56.32117896,1
14.8859683,65.67917116,19.80109189,24.5266665,90.7396347,19.09537215,78.56075755,80.21123778,77.49009423,87.41750585,32.51200907,52.12768862,29.53678005,100.9415263,76.66525327,60.0341571,52.17767245,66.26268368,61.77845536,68.37107172,0
18.72689817,44.4531042,17.03006665,13.78399203,66.64918544,14.03985968,95.10601044,92.68261427,25.22324547,51.37101703,46.66053243,41.65582371,52.84656724,57.45225349,41.53107236,41.59798581,23.74228253,25.24388252,57.81642249,88.08918351,1
37.96337121,56.76742565,35.3617961,48.68537353,102.6463252,35.15216307,70.41948492,98.91802835,80.75420401,65.17258658,32.45497568,28.1781689,2.462076936,81.29810109,58.66972544,70.36448821,81.97403503,101.6041613,47.38265399,68.50218805,0
59.97119937,31.5128011,70.9282672,47.23155575,36.41646233,41.92101884,66.64871887,35.36245051,38.28229755,45.80946158,60.082827,64.28180816,65.81226986,19.33965118,15.17017662,22.94879851,27.95056681,59.59161013,67.39159192,49.95533173,1
83.64980864,70.8353121,100.1738382,104.357712,44.39618942,76.58702022,61.47915271,7.060551373,77.89936546,52.3969844,74.9268704,73.36444216,143.4088557,36.6883318,47.00829812,48.69113046,67.91480942,81.76281778,73.36929546,56.91954397,0
70.94308994,17.22092753,73.77308895,51.50231334,17.13591769,64.91718969,22.94546816,49.6214528,100.1152593,9.27128946,54.12921122,33.61546268,83.95026028,54.84744211,27.13844545,41.17214842,67.27771885,82.40633208,30.75151248,14.29010081,1
66.9103475,14.36741623,57.6730181,63.13611761,7.828923608,50.10595753,47.94943274,36.97444253,56.85957525,18.08649069,45.05256138,57.6820263,74.74131193,44.8669061,9.230818675,17.39231032,35.44737547,70.76017325,55.82059698,47.01830674,1
33.80202103,30.31567645,49.58284411,42.33495074,47.54082555,32.43636769,44.0288277,68.46266563,72.49476158,52.95578694,6.605521811,5.50218047,30.19512752,85.10154282,54.04655209,51.15755259,67.54572797,99.16152599,12.45554651,33.89551625,1
78.78250545,27.23553894,63.27522529,52.27797627,17.94054411,65.4628492,69.99493151,18.20504811,48.48150509,40.74088747,72.07399934,61.50256573,82.46813595,21.81048901,16.75208802,22.34102528,31.55355952,57.84403064,78.70491394,60.29005759,1
36.36985666,42.86032351,47.76430079,40.62130566,48.36930772,40.68986025,75.20453928,44.77303794,29.57813978,43.34579299,63.06912268,69.16098675,74.24850901,22.76361483,25.64308229,20.01520695,10.76243376,38.75672007,51.63358014,84.35560631,1
47.2983196,37.27852715,52.53858949,54.62930592,62.54291039,39.93947458,27.25713243,85.28696028,81.37359588,47.20180434,12.63543985,7.299810108,41.0533772,63.99610377,56.93598537,42.41735125,61.07823759,103.2270077,3.975151764,39.31245034,1
91.25702759,37.17501798,86.28456162,60.77615594,20.21456634,89.43883302,30.71441556,52.08089848,119.7048498,15.82339092,64.63081957,47.06013828,104.563629,78.40150611,34.6750282,45.56349413,57.40302447,79.89509129,34.98655181,22.83271738,0
99.98531001,27.93618715,70.46725051,74.53063969,14.96780991,64.11141649,40.46878085,40.93988503,111.648149,19.39203194,65.1655128,73.30631746,75.38554735,68.9032596,30.60248992,37.35097548,53.49132294,109.3534303,55.01727227,42.3466777,0
20.56360994,57.26201339,16.33926502,31.33911834,79.00551409,23.96650388,97.71869985,109.793227,62.5203201,82.02473824,43.57373531,43.58653501,27.15787616,73.88932026,74.83338421,60.4709978,48.18841379,72.71462483,49.23676703,70.11122072,0
64.24095503,19.12507385,71.57185459,66.07640873,16.34439279,47.79987618,63.90405315,31.553227,54.08773493,18.47438156,47.26227707,64.27090252,101.4448705,29.40091183,10.93263404,20.47815326,32.54973241,78.79957285,59.70988226,38.39952993,1
62.72388735,36.95491009,85.38108739,81.6030232,35.39221745,87.19420518,20.11466313,62.13616415,78.7484812,19.67442194,57.70384962,41.67582483,65.79828987,78.50215832,45.63747163,37.34975746,74.06206041,103.2113246,40.32512845,8.193122592,0
90.1770653,35.43202937,64.48374489,61.70078632,37.75310722,85.86430957,72.3294292,11.67136859,72.83634162,45.39216233,65.72054378,64.5503591,115.4826265,12.88629682,37.96506786,27.47106689,30.56790359,60.62858641,85.81690364,81.3975782,0
30.14615083,25.51705894,27.92779096,13.81708912,34.60461455,14.74370298,65.98761711,67.80816523,53.9795776,35.14705999,29.73616809,26.04960525,35.49450106,53.31821367,33.57975444,25.94569147,22.73063866,60.75981671,27.79686669,53.22691647,1
53.88104769,22.995677,78.63422049,46.68247717,9.082820329,63.42059659,63.56205778,32.99848276,58.9010674,15.24491648,41.44867538,57.50108477,66.6485339,36.42835653,9.023210145,19.26309472,26.88637652,65.72393628,46.46541649,45.29613094,1
20.13264042,29.51185014,21.43952537,12.77216381,47.09560617,13.32857373,62.94896753,74.42414374,55.20069098,60.02514861,23.87803215,30.04246678,51.67553373,50.57570266,28.00233948,25.99222968,16.28225919,42.22947587,48.54771893,68.26544965,1
18.87014246,28.21834074,26.73597102,16.49963604,49.2640542,18.05123562,66.78897292,77.16507838,55.16695623,51.33089274,13.30032594,19.46579081,25.1988116,73.0895437,45.5050669,30.7884444,40.39677652,56.44992989,36.84673426,46.54569917,1
68.00322632,29.27862283,92.48690179,66.20111124,23.56907162,65.04099614,21.26162124,56.6226529,99.64077218,16.87328233,46.36738418,46.57149271,59.54753089,72.28220249,37.85403517,36.13736292,72.84811569,80.61663899,29.29217457,7.356377069,0
102.8311251,25.92605058,73.74128093,79.16305493,19.45721382,86.39957871,29.19421867,54.48985095,90.24688636,11.93347389,49.22175185,54.54207392,97.03204812,79.67359329,37.91164453,46.63058947,70.00879597,97.9961121,51.38526487,24.63196891,0
5.270110739,50.88310397,4.267556362,10.8268731,72.37250384,9.532756504,76.15971682,84.56195386,45.87692168,76.84862452,33.64805521,34.72389388,47.5866427,58.41021484,42.24953084,33.51768232,43.21066166,48.90401024,48.32384555,65.04921689,1
22.79311913,55.73471219,14.10007024,21.40374052,86.21151052,20.62169142,113.9169229,106.0303437,33.17903537,97.77112708,54.87557166,68.86003646,66.14964817,51.31557421,48.26498972,49.09313052,34.04346775,34.45954132,81.63934533,75.91277466,0
64.44624367,36.78796439,96.60551587,90.85487936,41.7827893,71.58507326,5.613012306,85.23769371,104.2114193,29.33754003,51.32198996,41.14538145,68.39624136,97.14084586,45.25000784,72.30373279,91.25726045,96.64247381,30.34648314,16.77190266,0
33.48453018,19.05761333,43.6826318,25.13093675,43.94292052,28.13674129,29.60488788,55.5394256,69.93595593,34.16402291,18.25735559,16.16998553,34.69081108,48.17444687,33.50141738,25.03747934,29.64638633,59.29881063,24.36959451,37.72925592,1
32.34016219,26.38695576,51.63720727,43.33491474,50.26156937,36.61389613,26.86020296,91.67154287,101.0380386,55.88149344,9.773473251,3.577047812,38.34814656,59.54918156,48.44880808,51.55805016,48.09955953,76.30184795,10.24481044,31.71949738,1
10.8432548,48.79503837,22.95118745,25.90262054,87.61643278,19.44143385,58.00601487,87.74297503,71.50586985,87.30792022,25.81315295,32.27494201,26.4180602,92.81982801,52.3630443,65.37026764,56.71461195,64.68890549,53.1589725,84.62161414,0
80.89474965,46.32936469,97.56947646,98.96578208,33.92850501,94.88719532,8.87295606,73.02895522,121.0414159,27.06280596,65.57689387,43.95255953,88.24716312,79.6110234,52.47292935,68.95813668,63.76147608,138.4453403,47.552044,9.515025181,0
47.73531775,46.3546094,49.68230416,49.75633308,39.0857255,56.32737619,65.76505153,28.56548089,43.69742216,60.57751674,78.04011149,77.24551402,71.71318112,13.2899904,32.5301741,37.38400422,16.3929441,45.38461636,68.33655177,81.59897109,1
55.49318259,5.385923551,55.50049697,44.61984953,28.64983058,47.79681938,30.92238053,66.26394052,76.77010603,24.40518121,25.93428138,22.91213417,42.94304831,41.80712303,19.33088774,14.79637773,29.21758357,57.9530929,23.18304994,28.92159114,1
81.85047413,69.75492198,100.8703533,74.66391806,32.93609553,75.92383976,72.61036684,9.213307277,92.69614751,59.84708699,115.8967071,82.8297659,142.492036,41.16492729,47.42361804,61.05170916,57.22344227,111.1583536,73.08384581,73.15944485,0
41.51947162,3.6454872,58.73858559,48.71552358,23.69466906,35.95702005,34.13339217,46.65003385,54.16441686,19.36927497,27.87823717,36.35845415,70.08885727,44.15513076,14.519913,15.70008152,39.41215658,69.63047487,35.35176141,33.44016059,1
16.04481555,28.22079128,20.4265672,13.36581704,63.22953419,14.01141059,52.97682768,91.51851275,59.10678783,58.33614435,21.1427491,26.33198221,45.89015832,61.10417065,32.94569807,24.59858307,27.38690762,55.60400948,37.25132037,48.27969529,1
28.72859057,54.01207134,22.30430953,13.09872972,68.09966991,22.03641213,71.91725352,60.20054618,32.24907328,61.77073426,44.83069259,53.65938298,73.76203918,41.77943395,37.28483785,28.23502774,15.04108243,33.67591614,50.70836346,63.90483857,1
35.86679005,19.90414267,32.88747896,24.47796196,27.71807759,38.24341887,41.62132649,60.75519061,64.87518185,26.55849338,28.67073803,30.60780711,69.37990984,34.3255241,16.32228861,9.099487016,16.48439026,45.69707267,36.7211585,46.99181374,1
22.26402381,24.85459176,25.49648568,11.67845883,52.40176762,18.80599072,60.8886246,80.46037765,44.01531727,50.64930253,27.11377706,43.21341048,52.19770672,54.12931899,33.02712888,19.54978716,19.205011,43.18733771,49.65079231,46.13964937,1
76.02872797,34.21528665,85.12416512,76.98075452,11.84795605,63.41989635,43.35669799,33.11528,60.93238028,24.00343814,63.30560269,48.65998682,105.7914638,31.6876682,16.1288586,39.57976628,37.47682353,76.86594751,71.00001301,46.15185695,1
44.77006563,29.85091019,49.06369316,38.78102684,36.59035976,33.63642918,63.89357889,39.64452549,34.96637536,30.30913007,41.77520891,55.88501545,74.51583331,26.3757414,16.52373993,13.02867463,14.3926614,55.58360855,46.42328004,68.60946484,1
38.22820156,30.67507479,43.13548218,28.99388379,57.43922828,24.701319,37.49572195,94.95400454,74.9264079,35.7802539,6.71960612,5.912196793,27.90462816,82.72299757,30.57889596,28.7111387,35.8094803,83.07525972,12.75067642,37.15775696,1
34.17737777,37.48979335,28.53653229,35.51869805,58.7125983,22.17278791,61.71575413,89.76940902,68.00697558,48.15246166,6.578987151,15.30501725,26.20917575,75.83355806,48.4400587,38.4645386,41.81666484,85.36080573,18.92054582,50.91183175,0
47.91371687,41.137255,53.91467185,47.32359143,65.74365772,34.08522173,43.50263277,115.6012501,104.2229103,54.61882901,8.006960205,8.993357207,22.26299597,79.28987289,54.38169123,40.64775429,60.75480939,107.5491683,16.04246797,38.09142252,0
14.46504689,29.27901658,17.59696925,4.589183461,47.40575917,6.58115078,59.7282102,96.81085336,50.8831642,62.94144434,31.33195574,33.24537691,37.9291386,59.83353889,38.23852275,35.73255994,33.87687719,40.23098871,47.6059896,65.26626715,1
38.84313383,43.01010062,37.50191141,46.41461606,54.2286688,38.04571622,61.59201814,83.74949178,91.97350921,73.54967334,11.72794965,15.29452938,18.17681881,112.7772155,63.42653292,49.63181089,56.46932479,68.4818552,18.22022658,41.51479175,0
68.54491202,7.473676502,49.7418287,53.85029479,13.38997632,45.59212598,34.64677654,60.68149772,70.34989432,9.236785737,30.47210721,32.84111502,84.78802715,46.7148115,17.76489252,16.53398785,36.58991203,85.28516292,28.42887836,31.89561697,1
108.3470111,46.98774581,100.5286567,83.16635587,31.00507654,107.7321213,70.56298522,5.453786778,72.59013002,47.25710635,91.22796611,77.90315115,112.6196872,25.76042678,38.92121897,55.99808879,63.6079452,92.15310325,89.55601247,78.3945565,0
19.38234004,47.70423596,19.13355219,16.13144383,56.66503073,20.57472708,79.76273902,67.16679299,30.58814266,64.23439902,47.53799304,50.23527806,44.34742993,59.88243847,51.66999584,34.32128927,25.0323368,29.02313354,48.97001879,91.51496794,1
61.94724908,4.886777923,65.62191952,35.63128094,25.57898722,36.03789659,26.5071279,58.03063542,75.76436745,14.20579503,35.59485773,27.84957313,63.69007379,50.0192177,16.43924549,26.95009689,44.09120682,87.98510515,29.06480885,29.70202435,1
61.55405535,45.76309089,54.0827936,37.1585922,46.10148713,50.65812516,84.90243143,47.62556535,32.21233007,51.70732293,61.97740006,59.38457531,95.92529071,14.87995378,34.87438585,33.06351395,16.02666268,33.64249471,91.06251436,81.63806925,1
30.43986099,49.626737,29.8141475,26.16393973,76.97806775,27.25117448,64.31115026,87.46722836,93.56188795,74.20476261,23.23551733,36.23235668,14.00397073,110.9214267,76.28822014,53.55863644,58.9186058,80.5816574,35.40877355,60.97809344,0
25.22013971,42.58458461,20.89661088,16.61643677,67.37541536,22.34808425,88.29101537,55.5571616,26.48880613,73.26975708,36.62959542,55.46640473,69.39817537,35.78049086,32.84300721,22.02178335,16.68851451,28.29487692,53.0044741,60.04167233,1
85.95977458,67.30443817,113.6367061,96.2616977,36.47680856,79.68441019,88.47963162,8.017505058,65.27420403,57.31090863,109.8957951,80.69926846,148.7631825,33.21458887,47.58480039,58.17079448,62.72187085,72.4429945,99.46589113,73.62748833,0
82.41404461,56.84132827,72.38292569,70.7258642,38.92660167,89.99234476,76.03308841,14.70210195,61.29867528,57.28203429,76.37170428,65.84741427,123.1913475,15.50649982,26.22172504,36.64266529,42.02547036,57.53082113,99.02906896,74.67977007,0
64.6493515,44.41139218,92.33026537,67.30501339,29.66697094,84.40979028,21.22675456,63.41326613,94.0864226,30.33198696,54.24563605,44.33701972,62.79605344,72.43278352,51.16184826,57.61086237,87.35954181,142.2605907,35.17584848,12.43801129,0
82.46077361,39.00846575,105.4240096,78.96141843,30.46064451,85.32210504,26.05865392,69.2950176,94.28913228,14.85719614,42.17497686,57.90656585,61.86464149,70.61132748,47.86216541,48.81347888,53.79052397,111.8214646,39.6462353,17.20113207,0
70.54932976,27.06138835,62.83233311,49.72390719,36.99743341,61.59956102,7.044233034,83.79826713,116.3109588,39.77571064,40.55362385,26.83842255,64.30853493,83.35454164,51.30883054,47.51870381,68.48604285,89.4379696,19.45689677,11.37946549,0
57.01770002,90.41506826,67.34859812,56.62115057,110.2754568,51.10130087,123.4119547,66.68291128,11.60512845,88.05643441,76.5148763,79.8362039,114.5362727,57.8858588,92.59533792,69.37408851,50.55676548,8.785413664,84.6144346,106.778989,0
67.85306566,40.97861663,85.98133703,63.4101207,65.99313113,59.50966203,12.75306148,74.23021729,89.40133133,45.16977049,45.88345946,29.84106058,50.54237584,116.3209831,70.05523996,59.59501276,68.88783986,87.56488612,26.21223442,24.33527558,0
78.78290171,28.71482479,59.08657744,66.27574864,18.47227568,56.49476248,53.78831257,23.56049638,58.7540504,25.13483158,48.26682158,56.52405879,94.2389944,29.4303642,14.29724839,25.62254809,30.39975407,80.32508037,50.00688227,48.51870334,1
53.88455686,34.9230121,58.56743497,48.7785266,36.10728135,53.75376619,83.18049189,40.1003377,41.6187704,34.64094565,42.69163975,50.57433184,81.30690798,26.7507619,18.53622233,11.08215171,16.66553783,65.1248557,52.47089288,45.60305994,1
75.73995496,39.36618158,63.01741428,60.53005103,22.73613644,75.68210051,80.46847803,13.18424755,83.8516488,36.19722177,82.92874296,83.85686957,83.03126631,30.75301065,23.03162258,28.01130295,55.6287955,79.93310072,78.34370134,55.34940683,0
76.84364897,16.94114358,84.62221825,64.65603167,21.16986008,78.60994383,29.17312464,65.06164779,103.1483141,7.499879142,56.54997035,46.05512908,58.81470573,52.84608829,27.09436347,31.6559846,59.04966335,109.8226275,41.25377491,16.62144089,1
60.00686043,22.99223127,58.96400226,53.3978707,7.430887972,64.9252722,59.03433059,39.08876439,76.96222257,14.61619851,43.05799843,57.20031008,88.44486863,43.60303137,8.700814989,25.67757252,32.97438421,94.95260457,42.57681596,41.28462302,1
41.4095521,42.96711429,39.00880964,39.87118053,72.68337896,45.83998642,34.08632441,76.25884183,103.4727047,56.75525603,11.51256925,12.27419972,25.70178519,108.188368,69.27766094,45.11506745,52.92538182,76.10069799,21.67565334,57.11614761,0
57.72529652,16.63948944,78.99661224,53.66221984,12.65294671,64.2010267,42.57603062,39.26573161,93.7876636,3.28568984,35.73891766,37.89348026,68.01383993,43.74417572,17.33027648,33.9271296,58.65320394,89.45909125,40.67987574,28.20581276,1
66.72088256,37.81929453,59.77962821,39.64262583,42.96800415,56.57211524,24.20931015,92.93472549,100.8136782,33.95201745,18.08993912,16.08864292,42.35277594,62.4876661,45.43230677,48.10882618,73.39042324,110.0613113,4.456756684,27.26948932,1
43.36443444,19.49944933,56.67422589,33.58240183,28.9351444,42.05510711,42.02897817,41.22513609,54.28968246,27.87223548,32.69924561,38.62204392,70.22529043,30.39935213,13.45891511,1.981742731,17.34972975,69.44330236,57.80740545,51.31124366,1
31.17315242,33.07999257,35.97883102,19.55997796,57.13815354,20.97428795,57.17885942,87.91636554,80.3482459,53.8034483,14.30051297,16.50643664,44.29823714,55.47708768,42.64075475,32.13863614,40.77456964,59.9889903,20.85257417,50.71217236,1
51.49663237,35.4217283,69.45120966,49.81336396,20.90241467,58.1061224,65.59242644,29.77356132,59.95521659,32.58743951,78.77047524,53.80853798,93.82344933,17.01867026,18.05334632,28.01244191,25.94777011,56.19571766,52.00872258,47.03834565,1
35.32027046,15.79167726,36.93351478,28.92846078,35.01839069,33.04549376,29.94641514,70.76060501,59.50206385,28.34568016,19.37910805,16.61409892,51.82658918,64.39786217,29.48683836,30.3854183,39.86116424,71.18711141,15.76491028,30.10120352,1
8.022094769,65.42325306,2.346897438,11.17076627,62.23344863,10.11519893,64.70109372,98.6393634,50.48840878,69.62266954,43.74587771,54.26016824,35.74476616,64.94736767,68.86642297,56.936743,32.84192107,38.34498755,59.94052434,88.87769411,1
17.46490023,26.85339653,25.81832192,7.481412473,48.52351428,9.619125353,63.95388907,59.77404682,37.70485096,50.71142018,36.0188254,28.71472964,36.31464478,49.01179187,42.56569275,20.16820515,20.22967572,52.25201539,50.61097897,66.1279497,1
38.80571452,53.17450501,36.49003884,36.21977432,92.04624944,39.86135696,63.6825215,84.92371614,66.21015948,86.71827121,18.64741594,27.68491055,6.320358621,79.29223196,50.91972865,64.44113768,73.68120097,93.11614147,40.2059907,77.61934087,0
83.50518066,55.27998085,109.0824513,99.3362253,59.25767973,89.56882745,11.71073553,113.3473982,96.48728455,53.52043056,46.16925451,47.95526371,61.21980252,74.40695242,73.21385592,76.51489222,88.09467537,135.2013573,37.57815511,20.24210772,0
